Unnamed: 0,RecipeId,Name,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
326014,470466,Pancakes,10.0,5.0,15,"c(""self-raising flour"", ""caster sugar"", ""milk"", ""egg"")",178.3,7.1,1.8,36.7,362.5,23.4,0.7,2.2,5.0,"c(""In medium bowl mix flour and sugar."", ""Combine milk, egg and oil together."", ""Add this wet mix to flour mixture."", ""Stir with whisk until combine but don't over mix few lumps is ok."", ""Spoon pancake batter on lightly oiled and preheated pan (no need to spread the mix) and cook on medium heat on both sides until golden brown."", ""Serve with your favorite syrup and fruits."")"
326628,471303,Spring Rolls,15.0,35.0,50,"c(""mushrooms"", ""boneless skinless chicken breasts"", ""green onions"", ""bamboo shoots"", ""red bell pepper"", ""bean sprouts"", ""dark soy sauce"", ""sugar"")",85.4,5.2,0.7,12.2,200.5,4.6,1.2,2.4,5.9,"c(""Separate wrappers and cut each into 4 squares.  I do these one at a time when I am ready to fill wrappers. You can substitute spring roll wrappers with egg roll wrappers. Tastes the same, appearance is a little different."", ""Mushrooms - dry, remove stems and cut caps into this strips or chop. Set to side."", ""Finely chop - onions, bamboo shoots, pepper, chicken and bean sprouts. (I chop each and put to side)."", ""In skillet, with 2 tablesppons of oil, cook chicken, onions, bamboo shoots, pepper and mushrooms till chicken is no longer pink."", 
""Add bean sprouts and cook for 30 seconds more."", ""Stir in soy sauce and sugar, then set to side in skillet to cool."", ""Take large wrapper and cut into 4 squares. Laying square like a diamond, place a spoonful of mixture on the wrapper and fold one point over it.  Fold in the other two side points, then roll up towards the last point forming a log.  Moisten last point with water and press to seal."", ""Deep-fry spring rolls, a few at a time, in hot oil (375° ) till golden brown.  Drain on paper towels.  Serve with Plum, duck, soy, mustard or spicy sauces as desired.""
)"
330095,476145,French Toast,24.0,30.0,54,"c(""eggs"", ""half-and-half"", ""sugar"", ""cinnamon"", ""vanilla extract"", ""unsalted butter"", ""light brown sugar"", ""bananas"", ""pecan pieces"")",518.1,20.2,11.6,140.8,394.0,72.9,2.8,31.1,13.0,"c(""Preheat oven to warm, 250°."", ""Whisk together all the batter ingredients (eggs through extracts) in a shallow bowl."", ""Dip in each slice of bread for 5-6 seconds per side."", ""Swirl the bread in the batter, but don't soak the bread too long; make sure the outsides are wet but that the bread is not soaked all the way through."", ""Melt 1 tablespoon butter on a griddle; add bread and brown each side until dark golden, about 3 minutes per side."", ""Repeat with remaining slices."", ""Place all the toast on a lightly buttered cookie sheet and place the sheet into a warm oven."", 
""Lightly brown 1 tablespoon butter in a separate 9-inch saute pan over high heat."", ""Once the butter is past the foaming stage, add the brown sugar and cook until melted."", ""Use a spoon to break up any sugar lumps."", ""Add the bananas and mix in until coated."", ""Sprinkle 2 tablespoons of the cinnamon sugar over the bananas; cook until the bananas become caramelized and golden brown, but not mushy and overcooked."", ""Be careful to keep the pan steady so that the bananas will caramelize."", ""Garnish the warm French toast with caramelized bananas, toasted pecans, and a sprinkling of cinnamon sugar."", 
""May serve with maple butter on the side."")"
330781,477131,Pancakes,20.0,10.0,30,"c(""egg"", ""all-purpose flour"", ""milk"", ""white sugar"", ""baking powder"", ""salt"")",104.4,4.4,1.1,23.5,268.4,13.3,0.4,1.5,2.8,"c(""Beat egg with hand beater until fluffy."", ""Beat in remaining ingredients just until smooth."", ""For thinner pancakes, stir in an additional 1/4 c milk."", ""Grease heated griddle (To test griddle, sprinkle with a few drops of water. If bubbles skitter around, heat is just right.)."", ""Pour about 3 tbsp batter from tip of large spoon or from pitcher onto hot griddle."", ""Cook pancakes until puffed and dry around edges."", ""Turn and cook other side until golden brown."")"
331169,477656,Daal,45.0,15.0,60,"c(""brown lentils"", ""water"", ""fresh ginger"", ""turmeric"", ""salt"", ""margarine"", ""margarine"", ""onions"", ""garlic cloves"", ""cumin"")",461.3,19.1,3.9,0.0,229.3,53.7,23.5,4.2,20.3,"c(""Pick over the lentils and remove foreign objects. Wash in cold water, exchanging water several times. Add the drained lentils to the 5 cups of water in a large pot over medium high heat."", ""Slice the ginger into 3 quarter-coin sized slices and add them to the pot."", ""Bring to a boil."", ""Add turmeric and salt after it is boiling.  Add one tsp of oil or margarine to prevent froth and boil-over. Cook, stirring occasionally for 30-45 minutes, or until the lentils are tender."", ""Remove from heat.  Remove ginger pieces and discard them."", 
""Remove approximately 1/3 of the lentils and set aside."", ""With a hand blender, puree the remaining lentils.  Return the reserved lentils to the pot.  Salt to taste. Set aside until the tadka is ready."", ""Prepare Tadka in a separate skillet (while lentils cook):"", ""Melt margarine over medium heat."", ""Fry onions until golden and carmelized.  Fry them as long as you have patience to watch over them, the longer the better -- but don't burn them."", ""Turn heat up to high, add garlic and fry for about 2-3 more minutes, or until it is golden but not burned."", 
""Add cumin and stir well."", ""Pour the tadka over the lentils and stir well."")"
334305,482041,Chicken Curry,0.0,15.0,15,"c(""curry powder"", ""butter"", ""onion"", ""celery"", ""apple"", ""beef broth"", ""milk"", ""cornstarch"", ""cold water"", ""salt"")",353.2,21.8,11.8,108.3,262.6,17.4,2.2,5.1,22.5,"c(""Saute curry powder in butter until nicely browned; stir in vegetables and apple; mix thoroughly.  Add beef broth; bring to a boil, then stir in cream and milk; bring just to a boil again."", ""Combine cornstarch and cold water; add, and cook, stirring constantly, until mixture thickens.  Stir in chicken.  Season to taste."")"
336448,485176,Roti,155.0,35.0,190,"c(""all-purpose flour"", ""ghee"", ""baking powder"", ""salt"", ""water"", ""ghee"", ""garlic cloves"", ""saffron"", ""cumin seeds"", ""chickpeas"", ""water"")",250.8,5.5,2.9,11.5,414.4,43.2,3.3,0.1,6.8,"c(""FOR THE FILLING:"", ""In a skillet over medium heat, melt ghee. Add garlic and saute 1 minute then add saffron, cumin and saute 1 minute more."", ""Add chickpeas, water and a pinch of salt. Allow all to simmer until water has evaporated. Season with salt and pepper, to taste."", ""Cool and puree in food processor."", ""FOR THE ROTIS:"", ""Sift flour, baking powder, and salt together in a large bowl. Add ghee and enough water until a nice soft dough forms; not too dry. Allow to rest for 10 minutes and cut dough into 8 or 10 parts and form balls. Again, let dough rest for 2 minutes."", 
""Make a well in the center of a ball, put 3 to 4 teaspoons of filling in the whole, and pinch, closing the well. Repeat with rest of the balls. Tuck extra dough under, put on floured board, and roll out into 8 to 10-inch disks. Brush top with melted ghee or vegetable oil."", ""Heat a griddle to a medium heat and brush with ghee or vegetable oil. Cook dough on 1 side for about 2 minutes, brush top with ghee or vegetable oil and flip disk to cook the other side for about 1 minute. Serve warm."", ""TO MAKE GHEE:"", 
""Cut 1 lb unsalted butter into chunks and place in a heavy bottomed saucepan and into a preheated 300 degree F oven for 1 1/2 to 2 hours. Skim foam from top and pour the liquid into a glass jar, leaving behind any milk solids on the bottom of the pot. This is good for 6 months kept in the refrigerator."")"
339902,490310,Butter Chicken,35.0,15.0,50,"c(""butter"", ""curry paste"", ""gingerroot"", ""ground cumin"", ""paprika"", ""crushed tomatoes"", ""boneless skinless chicken"", ""plain yogurt"", ""lime juice"", ""lemon juice"")",230.3,8.2,3.6,85.7,352.4,12.9,3.5,1.2,27.5,"c(""Preheat oven to 375 °F (190 °C). Place half of butter in a 13 x 9-inch (33 x 23 cm) glass baking dish. Place in oven for about 3 min or until melted. Swirl to coat dish; set aside."", ""In large deep pot, melt remaining butter over medium-high heat. Cook half of tandoori paste, the ginger, hot pepper, cumin and paprika, stirring, for about 2 min or until fragrant . Add tomatoes; bring to boil. Stir in whipping cream; return to boil. Reduce heat to medium-low; simmer, stirring often, for 10 min or until sauce is thickened."", 
""Meanwhile, in bowl, combine chicken, yogurt and remaining tandoori paste; toss to combine. Spread in single layer in prepared baking dish. Bake in oven for 10 minute Pour tomato sauce over chicken; bake for about 10 min longer or until sauce is bubbling and chicken is no longer pink inside. Sprinkle with fresh coriander and lime juice."")"
340258,490873,Butter Chicken,30.0,60.0,90,"c(""boneless skinless chicken breasts"", ""olive oil"", ""garam masala"", ""tandoori masala"", ""butter"", ""onion"", ""diced tomatoes"", ""roasted cashews"", ""water"", ""cilantro"")",462.0,26.5,9.6,139.8,376.2,16.4,3.4,7.3,40.9,"c(""Cut chicken into 1 inch cubes."", ""In a bowl combine chicken, olive oil, 3 tsp garam masala and 3 tsp tandoori masala. Refrigereate, covered, for at least 1 hour to let flavours develop. Can also sit overnight."", ""in a large saucepan, heat butter over medium heat, add onion and cook until soft. Add remaining 1 tsp garam masala and 1 tsp tandoori masala. Cook for 1 minute."", ""Add chicken, cook, stirring for about three minutes. Add tomatoes incl juices."", ""Reduce heat to low and, cover and simmer for 30 minute Stirring occasionally."", 
""Meanwhile, in a small saucepan combine cashews and water, bring to a boil. Reduce heat to low and let simmer for 10 minute"", ""Drain half the water and blend remaining water with cashews until oureed."", ""Add pureed cashews to chicken and let simmer for 5 minute Stir in cream and cilantro."", ""Serve with basmati rice."")"
343735,495711,White Rice,30.0,5.0,35,"c(""white rice"", ""water"")",228.2,0.3,0.1,0.0,6.7,50.4,1.7,0.0,4.2,"c(""Measure out 5 cups of rice into a stainless steel pot big enough to allow for expansion."", ""Quickly rinse rice (fill pot an inch above the rice with tap water, swish around with fingers, and dump out as much excess water as you can without spilling) once or twice. Don't strain the rice."", ""Pour 5 cups of water into pot."", ""Put on burner and cover with lid."", ""Turn burner dial to a little below medium heat (I turn mine about a centimeter below the medium mark)."", ""Set timer to 30 minutes."", ""Once timer rings, remove from heat, turn off burner and let sit at least 5 minutes.""
)"
344069,496155,Pancakes,5.0,5.0,10,"c(""eggs"", ""milk"", ""vanilla"", ""flour"", ""double-acting baking powder"", ""sugar"", ""salt"", ""butter"", ""maple syrup"")",544.5,20.0,4.7,105.8,1150.9,78.5,1.7,25.3,12.6,"""Whisk eggs, milk, oil, and vanilla.  Add flour, baking powder, sugar, and salt.  Mix by hand until well blended but slightly lumpy.  Pour about ¼ cup of batter onto a hot, lightly buttered griddle at set at about 325°.  Flip when pancakes start to bubble with slightly dry edges.  Serve with butter and maple syrup."""
344548,496862,Butter Chicken,80.0,240.0,320,"c(""fresh ginger"", ""garlic cloves"", ""plain yogurt"", ""cayenne pepper"", ""ground cloves"", ""ground cinnamon"", ""garam masala"", ""green cardamom pods"", ""tomato sauce"", ""boneless skinless chicken thighs"", ""ghee"", ""yellow onion"", ""cilantro leaf"", ""heavy cream"")",484.0,30.4,12.6,207.0,535.5,10.8,2.8,5.8,42.6,"c(""Place the ginger, garlic, and almonds into a food processor and turn into a paste. Blend paste with yogurt, spices, and tomato sauce in a bowl. Add chicken pieces and let marinate in sauce for four hours, or overnight."", ""Preheat oven to 350°. Heat ghee in a deep, heavy-bottomed frying pan over medium heat. Add onion and fry for 10 minutes, until softened and brown. Remove onions to a dutch oven. Fry chicken pieces in batches for 5 minutes to brown a bit. Add to dutch oven. Deglaze frying pan with cream, let set for one minute, and then add to dutch oven with chicken and remainder of marinade. Put lid on dutch oven."", 
""Bake for 1 hour. Remove from oven and spoon off some of the excess oil."", ""Optional: Remove lid on dutch oven and switch to low broiler. Allow chicken to brown for 5-10 minutes."")"
349030,503045,White Rice,40.0,2.0,42,"c(""long grain rice"", ""cold water"", ""salt"", ""canola oil"")",599.3,11.4,1.0,0.0,886.1,110.9,1.8,0.2,9.9,"c(""Heat caldero pot or any other lg. pot on medium heat."", ""In the meantime wash rice several times with cold water and drain well."", ""Add canola oil, rice and salt to pot.  Cook for 1 minute stirring once."", ""Add water, bring to boil stirring occasionally."", ""When the rice has absorbed almost all of the water (should take about 10 minutes), give it a final stir and pile the rice in a mountain in the center of the pot to avoid the rice from sticking to the sides."", ""Reduce heat to low, cover with aluminum foil and lid.  DO NOT TOUCH for 20 minutes."", 
""After 20 minutes, stir the rice bringing the bottom rice to the top. Cover again and cook for 10 minutes."")"
350435,505073,Waffles,5.0,10.0,15,"c(""flour"", ""salt"", ""baking powder"", ""milk"", ""butter"", ""egg"")",599.5,21.5,12.4,149.2,1354.4,81.9,2.5,0.3,18.9,"c(""beat egg white stiff."", ""sift dry ingredients."", ""mix butter milk and yolk."", ""add to dry ingredients."", ""fold in white."", ""cook on hot greased waffle iron."")"
355107,511558,French Toast,15.0,5.0,20,"c(""eggs"", ""milk"", ""salt"", ""vanilla"", ""rum"", ""sugar"", ""cinnamon"")",245.1,8.6,3.3,194.5,647.1,28.6,1.2,2.4,12.1,"c(""Prepare pan or griddle for cooking."", ""Beat eggs. Add milk, salt, and flavoring."", ""The bread may be cut in rounds with a doughnut cutter."", ""Dip bread into the mixture and place on griddle. Brown each side of the bread."", ""Serve hot sprinkled with sugar and cinnamon. Garnish with jelly or serve with pie cherries, sweetened, slightly thickened with cornstarch, and flavored with lemon; with applesauce flavored with cinnamon and cloves; or with maple syrup."")"
355383,511917,Samosa,30.0,40.0,70,"c(""all-purpose flour"", ""salt"", ""baking soda"", ""potatoes"", ""cumin seed"", ""garam masala"", ""coriander powder"", ""red chili powder"", ""coriander leaves"")",291.1,14.2,1.8,0.0,55.0,38.1,4.9,1.7,4.7,"c(""1)Mix flour+salt+baking soda+oil altogether properly."", ""2)Add warm water to this mixture for making a soft dough."", ""3)Keep dough aside for few hours."", ""1)half boil potatoes."", ""2)take them out cut them into small pieces."", ""3)Pour oil in the kadai."", ""4)saute cumin seeds,corriander powder,garam masala,mirch powder5)put potato into this and allow it to fry for around 15-20 min6)After cook it properly add coriander leaves to it."", ""Ready to fill."", ""1)make a small balls from dough and shape them into small puri /circle shapes."", 
""2)Cut each circle in half."", ""3)Spread the paste lightly all along the edge of one semicircle. Pick this semicircle up with both hands and fold it into a cone shape. Pinch the side of this cone so that it is completely sealed."", ""4)Fill the cone with 3 tablespoons of filling. Press this filling down with your fingers. Now close the top of this cone into a triangle shape, pinching the top edge so that it is completely sealed.5)Continue filling the rest of the samosas.6)Heat about 1-1/2 inch of the oil in a frying pan on medium heat. To check if oil is hot enough place a small piece of dough in oil and dough should sizzle and come to the surface slowly.7)Place the samosas in the frying pan a few at a time."", 
""After samosas are floating on top of the oil turn them slowly. 8)Fry the samosas until the samosas turn a light golden-brown color on all sides."")"
355384,511918,Palak Paneer,40.0,30.0,70,"c(""panir"", ""cottage cheese"", ""green chilies"", ""onion"", ""tomatoes"", ""garlic paste"", ""ginger paste"", ""bay leaves"", ""cumin seed"", ""haldi powder"", ""red chili powder"", ""coriander powder"", ""cumin powder"", ""garam masala"", ""salt"")",46.7,0.5,0.1,0.0,14.6,10.3,2.2,5.2,2.0,"c(""1)Wash spinach leaves properly and whistled it in a cooker about 1-2."", ""2)take it out,let it cool down and grind it preoperly it in a chopper or grinder."", ""3)Take skillet add 1tbsp of cooking oil,sauté cumin seeds,onion,bay leaves,garlic,ginger,tomatoe,green chillis and all spices all together."", ""4)After that add pureed spinach into it and let it cook for 5-10 min add some water if it is too thick."", ""5)Add paneer cubes into it let it cook for another 5-10min,keep aside serve hot with rice or roti anything of your choice.""
)"
356482,513405,Chicken Curry,60.0,30.0,90,"c(""boneless skinless chicken thighs"", ""whole tomatoes"", ""onions"", ""garlic cloves"", ""gingerroot"", ""green chilies"", ""water"", ""cumin"", ""chili powder"", ""cayenne pepper"", ""fenugreek seeds"", ""coriander powder"", ""garam masala"", ""turmeric"", ""cayenne pepper"", ""kosher salt"")",221.5,6.0,1.4,86.8,780.3,19.1,5.1,8.8,24.8,"c(""slice the chicken into pieces and marinate with a little turmeric, ginger/garlic paste, chili powder, 1/2 teaspoons kosher salt and leave at room temperature for about 1/2 hour.,"", ""- heat some oil on med. high heat and add chicken to seal the pieces and remove, like 5 minutes."", ""- now add your chopped onions and fry till translucent, then add ginger garlic paste and fry for a minute more, then ad your spices and fry for another minute, as it drys, you can add in the broth, then add in your can of tomatoes and some or all of the liquid in the can and mix it all up breaking up the tomatoes,"", 
""- now add back your chicken and accumulated juices to the pan."", ""-put lid on and cook for 10 minutes on medium low."", ""-remove the lid, and add in your green beans if you like and continue to simmer with the lid off until beans are done and the sauce has reached a consistency of a thickened gravy."", ""- eat with garlic naan bread and steamed basmati rice and pickle."")"
357787,515233,Waffles,10.0,10.0,20,"c(""flour"", ""sugar"", ""baking soda"", ""salt"", ""vanilla"", ""eggs"", ""vanilla yogurt"", ""seltzer water"")",500.9,18.7,3.9,101.0,1313.9,69.3,1.9,15.7,12.5,"c(""Preheat waffle maker and oven to 200."", ""In a large bowl mix the flour, sugar, baking powder and salt."", ""Add the eggs, oil, vanilla, and yogurt to the bowl."", ""Whisk well then whisk in the seltzer water to thin out the batter."", ""Pour the batter into the waffle maker."", ""Cook for 3-4 minutes until golden brown."", ""Place waffles directly on the oven racks so they stay crisp!"")"
357898,515391,Pancakes,5.0,5.0,10,"c(""flour"", ""sugar"", ""baking powder"", ""salt"", ""egg"", ""canola oil"", ""milk"")",107.6,4.0,1.0,19.8,208.8,14.7,0.4,1.1,3.1,"c(""Combine dry ingredients in medium bowl."", ""Beat egg then add to dry ingredients with oil and milk. A few small lumps in the batter is fine."", ""Drop batter onto lightly greased hot pan. Flip when edges start to look a little dry and there are bubbles in the middle."", ""Serve and enjoy!"")"
358288,515938,Chicken Curry,15.0,10.0,25,"c(""onion"", ""all-purpose flour"", ""curry powder"", ""light coconut milk"")",361.4,17.3,3.7,106.8,194.7,11.9,2.1,3.4,37.9,"c(""In a skillet, heat oil over medium heat."", ""Add onion and cook, stirring until softened, about 3 minutes."", ""Add flour and curry powder and cook, stirring about 1 minute."", ""Add chicken stock, coconut milk and cook, stirring, until thickened, about 2 minutes."", ""Add cooked chicken.  Cover and simmer until chicken is heated through, about 5 minutes."", ""Season with salt and pepper to taste."", ""Serve over hot rice or warm naan bread."")"
359267,517295,Waffles,5.0,20.0,25,"c(""flour"", ""baking powder"", ""sugar"", ""salt"", ""eggs"", ""shortening"", ""vanilla"")",348.4,9.4,2.5,93.0,509.1,54.9,1.7,6.7,9.6,"c(""Mix all above together."", ""Add enough milk to make the right consistency to pour."", ""Heat waffle iron and pour batter on hot iron."")"
362589,521844,Pancakes,30.0,20.0,50,"c(""plain flour"", ""sugar"", ""margarine"")",954.9,30.1,9.2,25.9,350.1,144.5,4.2,26.1,24.5,"c(""Mix all the dry ingredients."", ""Add 6 dl of the milk while whisking."", ""Add the rest of the milk and the melted margarine while still whisking."", ""Fry the pancakes."")"
362916,522325,French Toast,5.0,5.0,10,"c(""egg"", ""milk"", ""vanilla"", ""flour"", ""cinnamon"", ""salt"", ""powdered sugar"", ""butter"", ""maple syrup"")",132.6,2.6,0.9,39.5,206.7,22.5,1.0,6.2,4.3,"c(""Whisk egg, milk, vanilla, powdered sugar, flour, cinnamon, and salt."", ""Slice bread about half an inch thick if it is not already cut."", ""Dip both sides of the bread in batter and place onto a hot, lightly buttered griddle set at 350 degrees."", ""Flip when bread is \""toasted\"" and cook on other side."", ""Remove from griddle and sprinkle with powdered sugar."", ""Serve with maple syrup."")"
364803,525123,Chicken Tikka,15.0,15.0,30,"c(""chicken breasts"", ""salt"", ""lemon juice"", ""garlic clove"", ""onion"", ""ground cumin"", ""chili powder"", ""garam masala"", ""turmeric"", ""paprika"", ""ground coriander"", ""fresh coriander"", ""fresh ground black pepper"")",226.3,11.6,3.6,73.3,679.8,5.7,1.4,2.2,24.5,"c(""Put the chicken, salt and lemon juice in a bowl and mix together well."", ""In a separate bowl, mix together the remaining ingredients, then add to the chicekn and stir to combine."", ""Cover and refrigerate for at least two hours, overnight if possible."", ""When ready to cook, thread onto skewers and baste with some remaining marinade."", ""Cook on the BBQ or under a hot grill for 15 minutes, turning and basting frequently."", ""Serve garnished with fresh coriander, lemon wedges and a little single cream, if desired.""
)"
365059,525486,Chicken Tikka,15.0,30.0,45,"c(""chicken breasts"", ""onion"", ""cumin seed"", ""turmeric"", ""cayenne pepper"", ""salt"", ""black pepper"", ""plain yogurt"", ""lemon juice"", ""garlic"", ""ginger"", ""olive oil"")",375.8,22.3,5.9,115.3,414.5,4.4,0.7,2.1,37.8,"c(""Grind all the dry spices to a fine powder."", ""Add the ground spices and the remaining ingredients (except the chicken and onion) into a blender and blend until smooth. Mix thoroughly with the chicken pieces in a bowl. Cover with film and marinate in the refrigerator for at least 6 hours or overnight."", ""Soak sufficient kebab sticks in water (allow for four chicken pieces per stick)."", ""Thread the chicken onto the sticks leaving a gap between the pieces. Place on a grill tray with a little olive oil and scatter around the onions. Grill, turning the kebabs two or three times, for about 12 minutes or until the tikka is brown."", 
""Serve with the onions, salad and rotis and/or naan."")"
365187,525671,Pancakes,0.0,25.0,25,"c(""milk"", ""white vinegar"", ""all-purpose flour"", ""white sugar"", ""baking powder"", ""baking soda"", ""salt"", ""egg"", ""butter"", ""vanilla"")",321.8,11.9,6.8,90.9,841.0,43.8,1.1,8.8,8.5,"c(""Combine the milk and vinegar in a small bowl for 10 minutes to \""sour\"". This is an important step and it is called \""soured milk\"" which is much different that sour milk. I guarantee you will NOT taste the vinegar in the final product. Set aside."", ""Combine the dry ingredients in a bowl. In a smaller bowl, whisk the soured milk, egg, vanilla and melted butter together. Pour into the dry ingredients and whisk until most of the lumps are gone, but DO NOT OVER BEAT!"", ""The batter will be thick, don't add any more liquid. LET THE BATTER SIT UNDISTURBED FOR TEN MINUTES!"", 
""After 10 minutes, you will see bubbles in the batter, very important DO NOT STIR AGAIN."", ""GENTLY dip out (don't pour out) 1/2 cup of batter and place it on a buttered grill or frying pan. Cook until bubbles appear on the surface of the pancake and then flip with a spatula and brown the other side."")"
366466,527523,Kheer,20.0,20.0,40,"c(""powdered milk"", ""saffron"", ""brown basmati rice"", ""coconut milk"", ""ground cardamom"", ""ground cinnamon"", ""raisins"", ""dates"")",206.4,7.8,5.7,8.5,39.7,30.5,1.5,10.5,5.1,"c(""In a large pot over medium heat, combine the milk, milk powder, saffron (if using) and cooked rice, whisking well."", ""Heat until the mixture begins to boil, then reduce the heat to low and simmer, stirring often, until the mixture begins to thicken – about 5 minutes."", ""Increase the heat to medium and add the coconut milk, coconut sugar, cardamom and cinnamon."", ""Continue to cook, stirring, until the mixture just begins to thicken again, approximately 5 to 10 minutes."", ""When mixture begins to thicken, remove from the heat and stir in the raisins and dates."", 
""Serve warm, room temperature or chilled – if chilling, cover the surface directly with plastic wrap to avoid forming a “skin”."")"
366707,527875,Pancakes,10.0,10.0,20,"c(""flour"", ""baking powder"", ""baking soda"", ""sugar"", ""salt"", ""eggs"", ""milk"", ""butter"")",345.5,14.3,8.1,126.6,1318.2,43.5,1.3,3.4,10.6,"c(""In a bowl combine dry ingredients and mix well."", ""Mix together eggs, milk, and melted butter."", ""Add wet ingredients to dry and mix well getting out all the lumps."", ""Let batter sit for about 5 minutes while oiled griddle warms up."", ""By now batter should be slightly bubbling. Scoop batter onto grill for the size of pancakes you want. When pancakes are brown and cooked around edges flip and cook until brown on bottom."")"
367431,528909,Waffles,15.0,5.0,20,"c(""eggs"", ""all-purpose flour"", ""milk"", ""white sugar"", ""baking powder"", ""salt"", ""vanilla extract"")",470.8,27.3,5.5,86.4,478.1,45.7,1.4,2.8,10.5,"c(""Preheat waffle iron. Beat eggs in large bowl with hand beater until fluffy. Beat in flour, milk, vegetable oil, sugar, baking powder, salt and vanilla, just until smooth."", ""Spray preheated waffle iron with non-stick cooking spray. Pour mix onto hot waffle iron. Cook until golden brown. Serve hot."")"
367954,529702,Palak Paneer,15.0,10.0,25,"c(""spinach"", ""coriander leaves"", ""tomatoes"", ""onion"", ""green chili"", ""capsicum"", ""garlic cloves"", ""ginger"", ""onion"", ""coriander powder"", ""red chili powder"", ""turmeric powder"", ""garam masala powder"", ""fenugreek leaves"", ""salt"", ""panir"")",114.1,7.3,1.0,0.0,39.7,11.6,3.1,4.8,2.7,"c(""In a pressure cooker or in a pot with some water , boil spinach, coriander leaves, cubed vegetables, green chilli, garlic and ginger, till done."", ""Remove and let it cool."", ""Once the vegetables are at room temperature blend the vegetables along with the liquid into a smooth puree."", ""In a thick bottomed pot heat the oil and saute the sliced onions till they turn golden brown"", ""Now reduce the heat and add all the powders and salt. Stir for half a minute."", ""Pour the pureed spinach mix into this and let the mixture boil."", 
""Cook till the sauce is thick enough. When ithe isn't runny or too thick."", ""Now add the kasoori methi crushed in between your palms. And also the cream. After adding the cream, avoid anymore boiling."", ""Check for seasonin. You may adjust the taste by adding a few drops of lemon juice and /or a few grains of sugar."", ""Serve piping hot with any Indian bread or rice items."")"
368170,529989,Pancakes,10.0,10.0,20,"c(""flour"", ""eggs"", ""chocolate chips"", ""milk"")",343.6,13.0,4.5,81.2,54.5,47.7,2.0,6.3,9.8,"c(""Mix it all up."", ""Fry on the pan."")"
368681,530702,French Toast,6.0,2.0,8,"c(""vanilla extract"", ""cardamom"", ""cinnamon"", ""egg"", ""milk"", ""berries"")",217.0,4.3,1.7,97.3,210.5,38.6,0.6,9.7,6.1,"c(""In small bowl, whisk egg, milk, vanilla extract, cardamom."", ""Heat skillet to medium heat, coat well with butter."", ""Soak bread in prepared egg mixture."", ""Fry bread slices until golden brown."", ""Serve with warmed syrup topped with berries."")"
369619,532027,Pancakes,60.0,10.0,70,"c(""flour"", ""sugar"", ""baking powder"", ""salt"", ""egg"", ""milk"", ""vanilla"")",347.6,14.6,3.5,57.2,619.1,45.7,1.1,9.6,8.4,"c(""Mix dry ingredients in a large bowl; set aside."", ""Mix wet ingredients in a medium bowl."", ""Add wet ingredients to dry ingredients & mix until just blended."", ""Spoon onto a pancake grill set at about 325°f until edges of each pancake looks dry & a little bubbly then flip to cook the other side for a few minutes."")"
369879,532423,Aloo Matar,40.0,10.0,50,"c(""onion"", ""ginger"", ""garlic"", ""cinnamon stick"", ""olive oil"", ""ghee"", ""ground turmeric"", ""ground cumin"", ""chili powder"", ""fresh ground black pepper"", ""potatoes"", ""green chilies"", ""tomatoes"", ""tomato puree"", ""salt"", ""fresh coriander leaves"")",484.9,15.4,2.2,0.0,1275.0,80.2,14.1,18.9,13.6,"c(""Liquidise the onion, ginger and garlic. Heat the oil or ghee in a wok and stir fry the onion mixture and the cinnamon until the mixture changes colour.(around 5 minutes)."", ""Reduce the heat and add the turmeric, cumin, chilli powder and black pepper. Stir for around 1 minute, then add the potatoes and chillis."", ""Stir fry for around 3 minutes then add the tomatoes, salt and tomato puree. Mix and add around 250 ml warm water and bring to the boil."", ""Cover tightly and simmer for around 10 minutes (the potatoes should be half cooked). Add the peas and cook, covered, for a further 10 minutes until the potatoes are cooked through."", 
""Remove the cinnamon and serve garnished with coriander leaves."")"
370145,532917,Waffles,10.0,10.0,20,"c(""eggs"", ""buttermilk"", ""all-purpose flour"", ""baking powder"", ""baking soda"", ""salt"", ""shortening"")",213.3,8.4,2.4,49.0,476.1,27.1,0.8,3.1,6.8,"c(""heat waffle iron."", ""beat eggs in large bowl."", ""beat in remaining ingredients."", ""pour batter into center of waffle iron."", ""bake 5 min or till steaming stops."")"
370416,533321,White Rice,5.0,2.0,7,"c(""salt"", ""rice"", ""onion"")",762.0,1.3,0.4,0.0,8.0,168.7,5.3,6.4,14.5,"c(""Wash rice thoroughly."", ""boil water for 15 min."", ""Drain water when rice is soft."", ""Serve rice into a dish."", ""Allow rice to cool."", ""Then invite friend over."", ""Don't eat alone."")"
370962,534092,French Toast,10.0,4.0,14,"c(""eggs"", ""milk"", ""sugar"", ""cinnamon"")",99.6,2.8,0.9,63.4,156.4,14.0,0.6,1.8,4.3,"c(""In a pie plate add eggs, milk, sugar, and cinnamon."", ""Beat it with a fork."", ""Turn on the stove to medium."", ""Spray the frying pan with nonstick spray or butter."", ""Lay bread into the egg mixture on each side. Coat the bread all at once or you will run out."", ""Serve with maple syrup."")"
